productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCounterplus,extLife
564254,Sentomaru (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),Sentomaru Premium Card Collection BANDAI CARD GAMES Fest 23 24 Edition,https://tcgplayer-cdn.tcgplayer.com/product/564254_200w.jpg,68,17675,https://cpt.tcgcsv.com/6Kw6,2024-08-30T04:08:14.69,1,C,ST03-007,"[DON!! x1] [Activate: Main] [Once Per Turn] (2) <em>(You may rest the specified number of DON!! cards in your cost area.)</em>: Play up to 1 [Pacifista] with a cost of 4 or less from your deck, then shuffle your deck.",Blue,Character,3,4000,Navy,Slash,0.8,2.0,9.95,0.95,,Foil,1000,
564255,Jinbe (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),Jinbe Premium Card Collection BANDAI CARD GAMES Fest 23 24 Edition,https://tcgplayer-cdn.tcgplayer.com/product/564255_200w.jpg,68,17675,https://cpt.tcgcsv.com/7Kw6,2024-08-30T04:08:14.69,1,PR,P-030,[On K.O.] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,Blue,Character,4,5000,Fish-Man;The Seven Warlords of the Sea;The Sun Pirates,Strike,1.2,2.02,19.95,1.87,,Foil,1000,
564256,Tashigi (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),Tashigi Premium Card Collection BANDAI CARD GAMES Fest 23 24 Edition,https://tcgplayer-cdn.tcgplayer.com/product/564256_200w.jpg,68,17675,https://cpt.tcgcsv.com/8Kw6,2024-08-30T04:08:14.69,1,C,ST06-006,[Activate:Main] <strong>You may rest this Character</strong>: Give up to 1 of your opponent's Characters -2 cost during this turn.,Black,Character,3,4000,Navy,Slash,5.3,7.75,19.95,5.39,,Foil,2000,
564257,Fukurou (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),Fukurou Premium Card Collection BANDAI CARD GAMES Fest 23 24 Edition,https://tcgplayer-cdn.tcgplayer.com/product/564257_200w.jpg,68,17675,https://cpt.tcgcsv.com/9Kw6,2024-08-30T04:08:14.69,1,UC,OP03-088,"This Character cannot be K.O.'d by effects.
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,3,3000,CP9,Strike,0.57,1.0,7.0,0.68,,Foil,1000,
564258,Jack (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),Jack Premium Card Collection BANDAI CARD GAMES Fest 23 24 Edition,https://tcgplayer-cdn.tcgplayer.com/product/564258_200w.jpg,68,17675,https://cpt.tcgcsv.com/bKw6,2024-08-30T04:08:14.69,0,C,ST04-008,[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as active.,Purple,Character,3,4000,Animal Kingdom Pirates,Strike,0.35,1.85,10.0,0.73,,Foil,1000,
564259,Black Maria (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),Black Maria Premium Card Collection BANDAI CARD GAMES Fest 23 24 Edition,https://tcgplayer-cdn.tcgplayer.com/product/564259_200w.jpg,68,17675,https://cpt.tcgcsv.com/cKw6,2024-08-30T04:08:14.69,1,C,ST04-011,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Purple,Character,2,2000,Animal Kingdom Pirates,Special,1.99,2.63,12.95,2.16,,Foil,1000,
564260,Sanji (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),Sanji Premium Card Collection BANDAI CARD GAMES Fest 23 24 Edition,https://tcgplayer-cdn.tcgplayer.com/product/564260_200w.jpg,68,17675,https://cpt.tcgcsv.com/dKw6,2024-08-30T04:08:14.69,1,R,OP03-102,[DON!! x2] [When Attacking] <strong>You may add 1 card from the top or bottom of your Life cards to your hand</strong>: Add up to 1 card from the top of your deck to the top of your Life cards.,Yellow,Character,2,3000,The Vinsmoke Family,Strike,2.0,2.5,20.0,2.28,,Foil,2000,
564261,Shirahoshi (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),Shirahoshi Premium Card Collection BANDAI CARD GAMES Fest 23 24 Edition,https://tcgplayer-cdn.tcgplayer.com/product/564261_200w.jpg,68,17675,https://cpt.tcgcsv.com/fKw6,2024-08-30T04:08:14.69,1,UC,OP03-116,"[On Play] Draw 3 cards and trash 2 cards from your hand.
<br>
[Trigger] Play this card.",Yellow,Character,5,0,Merfolk,Wisdom,4.58,7.17,19.99,6.88,,Foil,1000,
564531,Roronoa Zoro (Treasure Cup 2024),Roronoa Zoro Treasure Cup 2024,https://tcgplayer-cdn.tcgplayer.com/product/564531_200w.jpg,68,17675,https://cpt.tcgcsv.com/FQw6,2024-08-26T15:47:58.883,1,C,ST12-008,[DON!! x1][When Attacking] Rest up to 1 of your opponent's Characters with a cost of 6 or less.,Green,Character,4,6000,Straw Hat Crew,Slash,421.87,424.9,649.95,421.67,,Foil,,
564532,Dracule Mihawk (Treasure Cup 2024),Dracule Mihawk Treasure Cup 2024,https://tcgplayer-cdn.tcgplayer.com/product/564532_200w.jpg,68,17675,https://cpt.tcgcsv.com/GQw6,2024-08-26T15:47:31.657,1,SR,OP01-070,[On Play] Place up to 1 Character with a cost of 7 or less at the bottom of the owner's deck.,Blue,Character,9,9000,The Seven Warlords of the Sea,Slash,1600.0,1999.0,2090.0,,,Foil,,
565271,Perona (Store Treasure Cup 2024),Perona Store Treasure Cup 2024,https://tcgplayer-cdn.tcgplayer.com/product/565271_200w.jpg,68,17675,https://cpt.tcgcsv.com/r7x6,2024-08-26T13:15:48.457,1,PR,OP06-093,"[On Play] If your opponent has 5 or more cards in their hand, choose one:
<br>• Your opponent trashes 1 card from their hand.
<br>• Give up to 1 of your opponent's Characters -3 cost during this turn.",Black,Character,4,5000,Thriller Bark Pirates,Special,27.93,42.94,160.0,27.93,,Foil,2000,
565285,Treasure Booster Set,Treasure Booster Set,https://tcgplayer-cdn.tcgplayer.com/product/565285_200w.jpg,68,17675,https://cpt.tcgcsv.com/K7x6,2024-08-30T04:08:16.857,1,,,,,,,,,,25.0,37.0,56.0,30.96,,Normal,,
565288,Monkey.D.Luffy (Treasure Booster Set),MonkeyDLuffy Treasure Booster Set,https://tcgplayer-cdn.tcgplayer.com/product/565288_200w.jpg,68,17675,https://cpt.tcgcsv.com/N7x6,2024-08-30T04:08:16.857,1,SR,ST10-006,"[Rush] <em>(This card can attack on the turn in which it is played.)</em>
<br>
[Once Per Turn] When your opponent activates a [Blocker], K.O. up to 1 of your opponent's Characters with 8000 power or less.",Red,Character,10,11000,Straw Hat Crew,Strike,0.1,0.75,14.97,0.65,,Foil,,
566951,Premium Card Collection -Leader Collection-,Premium Card Collection Leader Collection,https://tcgplayer-cdn.tcgplayer.com/product/566951_200w.jpg,68,17675,https://cpt.tcgcsv.com/2Px6,2024-09-19T14:56:21.757,1,,,,,,,,,,86.0,99.99,200.0,67.4,,Normal,,
566952,Monkey.D.Luffy (Premium Card Collection -Leader Collection-),MonkeyDLuffy Premium Card Collection Leader Collection,https://tcgplayer-cdn.tcgplayer.com/product/566952_200w.jpg,68,17675,https://cpt.tcgcsv.com/3Px6,2024-09-14T13:41:36.98,1,L,ST13-003,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.
<br>
[DON!! x2][Activate: Main][Once Per Turn]<strong>You may trash 1 card from your hand</strong>: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",Yellow,Leader,,5000,Straw Hat Crew;Supernovas,Strike,58.8,59.5,74.95,44.21,,Foil,,4
566953,Portgas.D.Ace (Premium Card Collection -Leader Collection-),PortgasDAce Premium Card Collection Leader Collection,https://tcgplayer-cdn.tcgplayer.com/product/566953_200w.jpg,68,17675,https://cpt.tcgcsv.com/5Px6,2024-09-14T13:41:41.68,1,L,ST13-002,"[DON!! x2][Activate: Main][Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.
<br>
[End of Your Turn] Trash all your face-up Life cards.",Blue;Yellow,Leader,,5000,Whitebeard Pirates,Special,10.99,14.99,39.95,14.01,,Foil,,4
567114,Sabo (Premium Card Collection -Leader Collection-),Sabo Premium Card Collection Leader Collection,https://tcgplayer-cdn.tcgplayer.com/product/567114_200w.jpg,68,17675,https://cpt.tcgcsv.com/jSx6,2024-09-14T13:41:51.617,1,L,ST13-001,[DON!! x1][Activate: Main][Once Per Turn] <strong>You may add 1 of your Characters with a cost of 3 or more and 7000 power or more to the top of your Life cards face-up</strong>: Up to 1 of your Characters gains +2000 power until the start of your next turn.,Red;Yellow,Leader,,5000,Revolutionary Army;Dressrosa,Special,20.85,22.04,44.95,18.61,,Foil,,4
567115,Kaido (Premium Card Collection -Leader Collection-),Kaido Premium Card Collection Leader Collection,https://tcgplayer-cdn.tcgplayer.com/product/567115_200w.jpg,68,17675,https://cpt.tcgcsv.com/kSx6,2024-09-14T13:41:31.693,1,L,ST04-001,[Activate: Main] [Once Per Turn] DON!! -7 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Trash up to 1 of your opponent's Life cards.,Purple,Leader,,5000,Animal Kingdom Pirates;The Four Emperors,Strike,13.74,14.95,24.95,11.19,,Foil,,5
567116,Crocodile (Premium Card Collection -Leader Collection-),Crocodile Premium Card Collection Leader Collection,https://tcgplayer-cdn.tcgplayer.com/product/567116_200w.jpg,68,17675,https://cpt.tcgcsv.com/lSx6,2024-09-14T13:41:21.203,1,L,ST03-001,[Activate: Main] [Once Per Turn] DON!! -4 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Return up to 1 Character with a cost of 5 or less to the owner's hand.,Blue,Leader,,5000,Baroque Works;The Seven Warlords of the Sea,Special,2.5,4.0,28.27,3.11,,Foil,,5
567117,"Eustass""Captain""Kid (Premium Card Collection -Leader Collection-)",EustassCaptainKid Premium Card Collection Leader Collection,https://tcgplayer-cdn.tcgplayer.com/product/567117_200w.jpg,68,17675,https://cpt.tcgcsv.com/mSx6,2024-09-14T13:41:26.41,1,L,ST02-001,[Activate: Main] [Once Per Turn] (3) <em>(You may rest the specified number of DON!! cards in your cost area.)</em> You may trash 1 card from your hand: Set this Leader as active.,Green,Leader,,5000,Kid Pirates;Supernovas,Special,4.0,8.16,29.95,4.69,,Foil,,5
577142,Marco (Two Legends Pre-Release),Marco Two Legends Pre Release,https://tcgplayer-cdn.tcgplayer.com/product/577142_200w.jpg,68,17675,https://cpt.tcgcsv.com/SSD6,2024-09-06T14:31:15.553,1,PR,P-071,[On K.O.] You may add this Character card to your hand.,Blue,Character,4,6000,Whitebeard Pirates,Special,0.14,0.39,9.0,0.29,,Normal,,
577143,Marco (Two Legends Pre-Release Winner),Marco Two Legends Pre Release Winner,https://tcgplayer-cdn.tcgplayer.com/product/577143_200w.jpg,68,17675,https://cpt.tcgcsv.com/TSD6,2024-09-06T14:31:56.563,1,PR,P-071,[On K.O.] You may add this Character card to your hand.,Blue,Character,4,6000,Whitebeard Pirates,Special,3.98,5.67,57.0,4.2,,Foil,,
579364,Yamato (Championship 2024 Finals Winner),Yamato Championship 2024 Finals Winner,https://tcgplayer-cdn.tcgplayer.com/product/579364_200w.jpg,68,17675,https://cpt.tcgcsv.com/jMF6,2024-09-14T14:12:27.933,1,SR,OP04-112,"[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards. Then, if you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",Yellow,Character,9,9000,Land of Wano,Strike,,,,,,,,
579365,Yamato (Championship 2024 Finals 2nd Place),Yamato Championship 2024 Finals 2nd Place,https://tcgplayer-cdn.tcgplayer.com/product/579365_200w.jpg,68,17675,https://cpt.tcgcsv.com/kMF6,2024-09-14T14:12:49.96,1,SR,OP04-112,"[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards. Then, if you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",Yellow,Character,9,9000,Land of Wano,Strike,,,,,,,,
579366,Yamato (Championship 2024 Finals 3rd Place),Yamato Championship 2024 Finals 3rd Place,https://tcgplayer-cdn.tcgplayer.com/product/579366_200w.jpg,68,17675,https://cpt.tcgcsv.com/lMF6,2024-09-14T14:13:07.987,1,SR,OP04-112,"[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards. Then, if you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",Yellow,Character,9,9000,Land of Wano,Strike,,,,,,,,
579367,Perona (Championship 2024 Finalist Card Set),Perona Championship 2024 Finalist Card Set,https://tcgplayer-cdn.tcgplayer.com/product/579367_200w.jpg,68,17675,https://cpt.tcgcsv.com/mMF6,2024-09-14T14:15:30.143,1,UC,OP01-077,[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.,Blue,Character,1,2000,Thriller Bark Pirates,Special,1100.0,1100.0,1100.0,,,Foil,1000,
579368,Gedatsu (Championship 2024 Finalist Card Set),Gedatsu Championship 2024 Finalist Card Set,https://tcgplayer-cdn.tcgplayer.com/product/579368_200w.jpg,68,17675,https://cpt.tcgcsv.com/nMF6,2024-09-14T14:16:14.237,1,R,OP05-102,[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,Yellow,Character,5,6000,Sky Island;Vassals,Strike,750.0,750.0,750.0,200.0,,Foil,1000,
579369,Camie (Championship 2024 Finalist Card Set),Camie Championship 2024 Finalist Card Set,https://tcgplayer-cdn.tcgplayer.com/product/579369_200w.jpg,68,17675,https://cpt.tcgcsv.com/pMF6,2024-09-14T14:17:01.493,1,R,OP06-025,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 ""Fish-Man"" or ""Merfolk"" type card other than [Camie] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Green,Character,1,2000,Merfolk,Wisdom,278.71,299.85,300.0,200.0,,Foil,1000,
579370,Brook (Championship 2024 Finalist Card Set),Brook Championship 2024 Finalist Card Set,https://tcgplayer-cdn.tcgplayer.com/product/579370_200w.jpg,68,17675,https://cpt.tcgcsv.com/qMF6,2024-09-14T14:17:46.563,1,R,OP06-092,"[On Play] Choose one:
<br>• Trash up to 1 of your opponent's Characters with a cost of 4 or less. 
<br>• Your opponent places 3 cards from their trash at bottom of their deck in any order.",Black,Character,6,6000,Former Rumbar Pirates,Slash,511.49,543.53,1000.0,400.0,,Foil,,
579371,Sanji (Championship 2024 Finalist Card Set),Sanji Championship 2024 Finalist Card Set,https://tcgplayer-cdn.tcgplayer.com/product/579371_200w.jpg,68,17675,https://cpt.tcgcsv.com/rMF6,2024-09-14T14:19:14.31,1,SR,OP07-064,"If the number of DON!! cards on your field is at least 2 less than the number on your opponent's field, give this card in your hand -3 cost.
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Purple,Character,6,6000,Straw Hat Crew,Strike,579.95,689.98,800.0,300.0,,Foil,2000,
579372,Drum Kingdom (Championship 2024 Finalist Card Set),Drum Kingdom Championship 2024 Finalist Card Set,https://tcgplayer-cdn.tcgplayer.com/product/579372_200w.jpg,68,17675,https://cpt.tcgcsv.com/sMF6,2024-09-14T14:20:05.91,1,C,OP08-020,[Opponent's Turn] All of your [Drum Kingdom] type Characters gain +1000 power.,Red,Stage,1,,Drum Kingdom,,398.5,400.0,418.42,275.0,,Foil,,
579373,Drum Kingdom (Championship 2024 Top Player Pack),Drum Kingdom Championship 2024 Top Player Pack,https://tcgplayer-cdn.tcgplayer.com/product/579373_200w.jpg,68,17675,https://cpt.tcgcsv.com/tMF6,2024-09-14T14:21:58.52,1,C,OP08-020,[Opponent's Turn] All of your [Drum Kingdom] type Characters gain +1000 power.,Red,Stage,1,,Drum Kingdom,,,,,,,,,
579374,Sanji (Championship 2024 Top Player Pack),Sanji Championship 2024 Top Player Pack,https://tcgplayer-cdn.tcgplayer.com/product/579374_200w.jpg,68,17675,https://cpt.tcgcsv.com/vMF6,2024-09-14T14:22:36.88,1,SR,OP07-064,"If the number of DON!! cards on your field is at least 2 less than the number on your opponent's field, give this card in your hand -3 cost.
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Purple,Character,6,6000,Straw Hat Crew,Strike,1200.0,1230.0,1260.0,,,Normal,2000,
579375,Brook (Championship 2024 Top Player Pack),Brook Championship 2024 Top Player Pack,https://tcgplayer-cdn.tcgplayer.com/product/579375_200w.jpg,68,17675,https://cpt.tcgcsv.com/wMF6,2024-09-14T14:23:09.947,1,R,OP06-092,"[On Play] Choose one:
<br>• Trash up to 1 of your opponent's Characters with a cost of 4 or less. 
<br>• Your opponent places 3 cards from their trash at bottom of their deck in any order.",Black,Character,6,6000,Former Rumbar Pirates,Slash,650.0,726.5,801.49,,,Normal,,
579376,Camie (Championship 2024 Top Player Pack),Camie Championship 2024 Top Player Pack,https://tcgplayer-cdn.tcgplayer.com/product/579376_200w.jpg,68,17675,https://cpt.tcgcsv.com/xMF6,2024-09-14T14:23:41.467,1,R,OP06-025,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 ""Fish-Man"" or ""Merfolk"" type card other than [Camie] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Green,Character,1,2000,Merfolk,Wisdom,699.99,699.99,699.99,,,Normal,1000,
579377,Gedatsu (Championship 2024 Top Player Pack),Gedatsu Championship 2024 Top Player Pack,https://tcgplayer-cdn.tcgplayer.com/product/579377_200w.jpg,68,17675,https://cpt.tcgcsv.com/zMF6,2024-09-14T14:24:13.42,1,R,OP05-102,[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,Yellow,Character,5,6000,Sky Island;Vassals,Strike,598.9,598.95,598.99,,,Normal,1000,
579378,Perona (Championship 2024 Top Player Pack),Perona Championship 2024 Top Player Pack,https://tcgplayer-cdn.tcgplayer.com/product/579378_200w.jpg,68,17675,https://cpt.tcgcsv.com/BMF6,2024-09-14T14:24:39.98,1,UC,OP01-077,[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.,Blue,Character,1,2000,Thriller Bark Pirates,Special,999.95,999.95,999.95,,,Normal,1000,
579379,Championship 2024 Top Player Pack,Championship 2024 Top Player Pack,https://tcgplayer-cdn.tcgplayer.com/product/579379_200w.jpg,68,17675,https://cpt.tcgcsv.com/CMF6,2024-09-14T14:31:35.977,1,,,,,,,,,,,,,,,,,
579982,Monet (CS 2024 Event Pack),Monet CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579982_200w.jpg,68,17675,https://cpt.tcgcsv.com/G_F6,2024-09-16T17:43:12.643,1,UC,OP05-036,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Block] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",Green,Character,3,1000,Donquixote Pirates,Special,3.68,4.09,18.99,3.98,,Foil,1000,
579983,Monkey.D.Luffy (CS 2024 Event Pack),MonkeyDLuffy CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579983_200w.jpg,68,17675,https://cpt.tcgcsv.com/H_F6,2024-09-16T17:43:05.157,1,SR,OP07-109,"[Activate: Main]<strong>You may trash this Character</strong>: If you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, draw 1 card.
<br>
[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",Yellow,Character,5,6000,Straw Hat Crew;The Four Emperors;Egghead,Strike,,,,,,,1000,
579984,Trafalgar Law - P-038 (CS 2024 Event Pack),Trafalgar Law P 038 CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579984_200w.jpg,68,17675,https://cpt.tcgcsv.com/J_F6,2024-09-16T17:42:57.213,1,PR,P-038,[On Play]<strong>You may rest your 1 Leader</strong>: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,Black,Character,4,5000,Heart Pirates;Dressrosa,Slash,2.8,3.05,48.77,3.21,,Foil,1000,
579985,Roronoa Zoro (CS 2024 Event Pack),Roronoa Zoro CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579985_200w.jpg,68,17675,https://cpt.tcgcsv.com/K_F6,2024-09-16T17:42:47.063,1,PR,P-042,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,Yellow,Character,4,5000,Land of Wano;Straw Hat Crew,Slash,10.73,12.3,39.95,13.12,,Foil,1000,
579986,Sabo (CS 2024 Event Pack),Sabo CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579986_200w.jpg,68,17675,https://cpt.tcgcsv.com/L_F6,2024-09-16T17:42:35.817,1,PR,P-044,"[DON!! x1] If you have 4 or less cards in your hand, this Character gains +2000 power.",Red,Character,3,4000,Revolutionary Army,Special,4.15,5.39,49.99,4.15,,Foil,1000,
579987,Yamato (CS 2024 Event Pack),Yamato CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579987_200w.jpg,68,17675,https://cpt.tcgcsv.com/M_F6,2024-09-16T17:42:15.21,1,PR,P-046,"[On Play] You may place all cards in your hand at the bottom of your deck in any order. If you do, draw cards equal to the number you placed at the bottom of your deck.",Purple,Character,1,2000,Land of Wano,Strike,12.98,14.07,49.99,13.18,,Foil,1000,
579988,Jinbe (CS 2024 Event Pack),Jinbe CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579988_200w.jpg,68,17675,https://cpt.tcgcsv.com/N_F6,2024-09-16T17:42:04.9,1,PR,P-063,[On Play] Rest up to 1 of your opponent's Characters with a cost of 1 or less.,Green,Character,4,5000,Fish-Man,Strike,2.0,2.6,49.99,2.65,,Foil,2000,
579989,Kouzuki Momonosuke (CS 2024 Event Pack),Kouzuki Momonosuke CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579989_200w.jpg,68,17675,https://cpt.tcgcsv.com/P_F6,2024-09-16T17:41:45.38,1,PR,P-064,,Yellow,Character,6,8000,Land of Wano;Kouzuki Clan,Special,3.17,4.01,49.95,3.96,,Foil,1000,
579990,Trafalgar Law - ST03-008 (CS 2024 Event Pack),Trafalgar Law ST03 008 CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579990_200w.jpg,68,17675,https://cpt.tcgcsv.com/Q_F6,2024-09-16T17:41:31.913,1,C,ST03-008,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Blue,Character,1,1000,Heart Pirates;The Seven Warlords of the Sea,Slash,3.0,3.81,39.95,3.89,,Foil,,
579991,CS 2024 Event Pack,CS 2024 Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/579991_200w.jpg,68,17675,https://cpt.tcgcsv.com/R_F6,2024-09-16T17:46:26.48,1,,,,,,,,,,89.0,93.99,200.0,70.92,,Normal,,
580033,Monet (CS 2024 Event Pack Finalist),Monet CS 2024 Event Pack Finalist,https://tcgplayer-cdn.tcgplayer.com/product/580033_200w.jpg,68,17675,https://cpt.tcgcsv.com/H0G6,2024-09-16T18:57:43.543,1,UC,OP05-036,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Block] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",Green,Character,3,1000,Donquixote Pirates,Special,,,,,,,1000,
580034,Trafalgar Law - P-038 (CS 2024 Event Pack Finalist),Trafalgar Law P 038 CS 2024 Event Pack Finalist,https://tcgplayer-cdn.tcgplayer.com/product/580034_200w.jpg,68,17675,https://cpt.tcgcsv.com/J0G6,2024-09-16T18:58:19.84,1,PR,P-038,[On Play]<strong>You may rest your 1 Leader</strong>: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,Black,Character,4,5000,Heart Pirates;Dressrosa,Slash,150.0,150.0,150.0,50.0,,Foil,1000,
580035,Roronoa Zoro (CS 2024 Event Pack Finalist),Roronoa Zoro CS 2024 Event Pack Finalist,https://tcgplayer-cdn.tcgplayer.com/product/580035_200w.jpg,68,17675,https://cpt.tcgcsv.com/K0G6,2024-09-16T18:58:50.453,1,PR,P-042,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,Yellow,Character,4,5000,Land of Wano;Straw Hat Crew,Slash,750.0,750.0,750.0,100.0,,Foil,1000,
580036,Sabo (CS 2024 Event Pack Finalist),Sabo CS 2024 Event Pack Finalist,https://tcgplayer-cdn.tcgplayer.com/product/580036_200w.jpg,68,17675,https://cpt.tcgcsv.com/L0G6,2024-09-16T18:59:29.183,1,PR,P-044,"[DON!! x1] If you have 4 or less cards in your hand, this Character gains +2000 power.",Red,Character,3,4000,Revolutionary Army,Special,,,,,,,1000,
580037,Yamato (CS 2024 Event Pack Finalist),Yamato CS 2024 Event Pack Finalist,https://tcgplayer-cdn.tcgplayer.com/product/580037_200w.jpg,68,17675,https://cpt.tcgcsv.com/M0G6,2024-09-16T19:00:04.617,1,PR,P-046,"[On Play] You may place all cards in your hand at the bottom of your deck in any order. If you do, draw cards equal to the number you placed at the bottom of your deck.",Purple,Character,1,2000,Land of Wano,Strike,300.0,300.0,300.0,,,Foil,1000,
580038,Jinbe (CS 2024 Event Pack Finalist),Jinbe CS 2024 Event Pack Finalist,https://tcgplayer-cdn.tcgplayer.com/product/580038_200w.jpg,68,17675,https://cpt.tcgcsv.com/N0G6,2024-09-16T19:00:55.11,1,PR,P-063,[On Play] Rest up to 1 of your opponent's Characters with a cost of 1 or less.,Green,Character,4,5000,Fish-Man,Strike,70.0,72.5,75.0,49.0,,Foil,2000,
580039,Kouzuki Momonosuke (CS 2024 Event Pack Finalist),Kouzuki Momonosuke CS 2024 Event Pack Finalist,https://tcgplayer-cdn.tcgplayer.com/product/580039_200w.jpg,68,17675,https://cpt.tcgcsv.com/P0G6,2024-09-16T19:01:55.217,1,PR,P-064,,Yellow,Character,6,8000,Land of Wano;Kouzuki Clan,Special,,,,,,,1000,
580040,Trafalgar Law - ST03-008 (CS 2024 Event Pack Finalist),Trafalgar Law ST03 008 CS 2024 Event Pack Finalist,https://tcgplayer-cdn.tcgplayer.com/product/580040_200w.jpg,68,17675,https://cpt.tcgcsv.com/Q0G6,2024-09-16T19:03:42.923,1,C,ST03-008,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Blue,Character,1,1000,Heart Pirates;The Seven Warlords of the Sea,Slash,,,,,,,,
580041,CS 2024 Event Pack Finalist Ver.,CS 2024 Event Pack Finalist Ver,https://tcgplayer-cdn.tcgplayer.com/product/580041_200w.jpg,68,17675,https://cpt.tcgcsv.com/R0G6,2024-09-16T19:06:10.927,1,,,,,,,,,,,,,,,,,
580042,Kouzuki Momonosuke (CS 2024 Celebration Pack),Kouzuki Momonosuke CS 2024 Celebration Pack,https://tcgplayer-cdn.tcgplayer.com/product/580042_200w.jpg,68,17675,https://cpt.tcgcsv.com/S0G6,2024-09-16T19:08:05.35,1,R,OP01-041,"[Activate:Main] (1) <em>(You may rest the specified number of DON!! cards in your cost area)</em> <strong>You may rest this Character:</strong> Look at 5 cards from the top of your deck; reveal up to 1 ""Land of Wano"" type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.
<br><br>
<a href=""https://en.onepiece-cardgame.com/rules/errata_card/#group_20221111-26"">This card has been officially errata'd.</a>",Green,Character,1,0,Land of Wano;Kouzuki Clan,Slash,16.89,18.93,25.61,21.63,,Foil,1000,
